Early Stopping,Testing Mean Absolute Error,Testing Mean Squared Error,Average Training Accuracy,Average Test Accuracy
True,146.79633406129173,134792.0983558377,0.7375739772378217,0.7360231135196247
False,147.4065180865307,135691.70251455175,0.7810981542551616,0.7800248511982182
